"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.395180689E0,1.721419907E1,-2.219179916E1,-4.442020035E1,5.255434139E1
1.405180689E0,1.720199966E1,-2.217959976E1,-4.439579773E1,5.252456848E1
1.415180689E0,1.720199966E1,-2.213080025E1,-4.437139893E1,5.248335121E1
1.425180689E0,1.721419907E1,-2.209420013E1,-4.437139893E1,5.247192937E1
1.435180689E0,1.723859978E1,-2.214299965E1,-4.435919952E1,5.249019278E1
1.445180689E0,1.728739929E1,-2.214299965E1,-4.429819870E1,5.245471395E1
1.455180689E0,1.733619881E1,-2.225279999E1,-4.423719788E1,5.246580384E1
1.465180689E0,1.738500023E1,-2.228940010E1,-4.413959885E1,5.241526282E1
1.475180689E0,1.745820045E1,-2.228940010E1,-4.407859802E1,5.238825177E1
1.485180689E0,1.756799889E1,-2.226499939E1,-4.407859802E1,5.241457418E1
1.495180689E0,1.767779922E1,-2.225279999E1,-4.404199982E1,5.241554579E1
1.505180689E0,1.773880005E1,-2.224059868E1,-4.395660019E1,5.235925856E1
1.515180689E0,1.781200027E1,-2.221619987E1,-4.391999817E1,5.234303325E1
1.525180689E0,1.789739990E1,-2.227719879E1,-4.390779877E1,5.238783544E1
1.535180689E0,1.792179871E1,-2.227719879E1,-4.394440079E1,5.242685205E1
1.545180689E0,1.792179871E1,-2.231379890E1,-4.396879959E1,5.246286142E1
1.555180689E0,1.792179871E1,-2.235039902E1,-4.399319839E1,5.249888294E1
1.565180689E0,1.789739990E1,-2.238699913E1,-4.398099899E1,5.249593247E1
1.575180689E0,1.787299919E1,-2.237479973E1,-4.405419922E1,5.254377443E1
1.585180689E0,1.790959930E1,-2.239920044E1,-4.410300064E1,5.260753362E1
1.595180689E0,1.789739990E1,-2.236260033E1,-4.410300064E1,5.258780735E1
1.605180689E0,1.789739990E1,-2.224059868E1,-4.407859802E1,5.251555918E1
1.615180689E0,1.789739990E1,-2.214299965E1,-4.402980042E1,5.243331652E1
1.625180689E0,1.794619942E1,-2.199659920E1,-4.407859802E1,5.242937396E1
1.635180689E0,1.800720024E1,-2.193560028E1,-4.409079742E1,5.243499059E1
