"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.387701750E0,5.481521606E0,-2.405030060E1,-3.192318726E1,4.034295382E1
2.397675750E0,5.729095459E0,-2.396537781E1,-3.194348145E1,4.034287886E1
2.407650750E0,5.674804688E0,-2.391027832E1,-3.209671021E1,4.042404759E1
2.417624750E0,5.518341064E0,-2.392344666E1,-3.198376465E1,4.032052317E1
2.427598750E0,5.589309692E0,-2.377985382E1,-3.179067993E1,4.009200869E1
2.437573750E0,5.430221558E0,-2.393286133E1,-3.184848022E1,4.020690053E1
2.447547750E0,5.304367065E0,-2.385472107E1,-3.190060425E1,4.018497952E1
2.457521750E0,5.416213989E0,-2.369952393E1,-3.206539917E1,4.023919274E1
2.467496750E0,5.296768188E0,-2.371550751E1,-3.187051392E1,4.007755864E1
2.477470750E0,5.350662231E0,-2.365307617E1,-3.182891846E1,4.001471790E1
2.487444750E0,5.464538574E0,-2.356275940E1,-3.173080444E1,3.989873135E1
2.497418750E0,5.420059204E0,-2.354456329E1,-3.156420898E1,3.974950052E1
2.507393750E0,5.456665039E0,-2.336261749E1,-3.187487793E1,3.989479831E1
2.517367750E0,5.542053223E0,-2.335193634E1,-3.201425171E1,4.001174324E1
2.527341750E0,5.656051636E0,-2.330730438E1,-3.179858398E1,3.982927693E1
2.537316750E0,5.804779053E0,-2.330857849E1,-3.171234131E1,3.978263292E1
2.547290750E0,5.886154175E0,-2.327011108E1,-3.179953003E1,3.984162385E1
2.557264750E0,6.085830688E0,-2.318684387E1,-3.178628540E1,3.981249808E1
2.567239750E0,6.078475952E0,-2.306974030E1,-3.183541870E1,3.978259256E1
2.577213750E0,6.083129883E0,-2.319711304E1,-3.167416382E1,3.972861911E1
2.587187750E0,6.125610352E0,-2.308031464E1,-3.160192871E1,3.960941711E1
2.597161750E0,6.165405273E0,-2.310540771E1,-3.166360474E1,3.967941472E1
2.607137125E0,6.135864258E0,-2.292258453E1,-3.166342163E1,3.956849733E1
2.617111125E0,6.309738159E0,-2.290612793E1,-3.157464600E1,3.951533578E1
2.627085125E0,6.531250000E0,-2.294661713E1,-3.150140381E1,3.951636251E1
2.637060125E0,6.447769165E0,-2.296319580E1,-3.150985718E1,3.951902311E1
2.647034125E0,6.447769165E0,-2.296319580E1,-3.150985718E1,3.951902311E1
2.657008125E0,6.529846191E0,-2.281306458E1,-3.130783081E1,3.928428537E1
2.666982125E0,6.547393799E0,-2.276486206E1,-3.155227661E1,3.945444803E1
2.676957125E0,6.737075806E0,-2.262827301E1,-3.137014771E1,3.926210765E1
2.686931125E0,6.933074951E0,-2.274347687E1,-3.114337158E1,3.918217531E1
2.696905125E0,7.019592285E0,-2.273934174E1,-3.128637695E1,3.930890130E1
2.706880125E0,6.980026245E0,-2.255621338E1,-3.132659912E1,3.922829771E1
2.716854125E0,7.081680298E0,-2.262635040E1,-3.132794189E1,3.928793545E1
2.726828125E0,7.252044678E0,-2.238307190E1,-3.146768188E1,3.929133572E1
2.736803125E0,7.038085938E0,-2.229602814E1,-3.138226318E1,3.913430678E1
2.746777125E0,7.090011597E0,-2.231581116E1,-3.146124268E1,3.921827996E1
2.756751125E0,7.151214600E0,-2.227597046E1,-3.137695312E1,3.913913537E1
2.766725125E0,7.036437988E0,-2.229965973E1,-3.134573364E1,3.910679354E1
2.776700125E0,7.181823730E0,-2.205892944E1,-3.135299683E1,3.900237647E1
2.786674125E0,7.062347412E0,-2.208428192E1,-3.135104370E1,3.899333533E1
2.796648125E0,6.958969116E0,-2.212840271E1,-3.137994385E1,3.902299750E1
2.806623125E0,6.986831665E0,-2.200440979E1,-3.127578735E1,3.887395968E1
2.816597125E0,7.113952637E0,-2.194107819E1,-3.141259766E1,3.897140651E1
2.826571125E0,7.117538452E0,-2.182714081E1,-3.139785767E1,3.889612957E1
2.836546125E0,7.183914185E0,-2.176804352E1,-3.127822876E1,3.877865310E1
2.846520125E0,7.148696899E0,-2.182132721E1,-3.103375244E1,3.860528434E1
2.856494125E0,7.239852905E0,-2.177091980E1,-3.118753052E1,3.871757326E1
2.866468125E0,7.271621704E0,-2.170368195E1,-3.107778931E1,3.859734810E1
2.876443125E0,7.278747559E0,-2.182283020E1,-3.105087280E1,3.864418178E1
2.886417125E0,7.250305176E0,-2.189351654E1,-3.085171509E1,3.851910325E1
2.896391125E0,7.222702026E0,-2.187828064E1,-3.075579834E1,3.842844936E1
2.906366125E0,7.304626465E0,-2.179694366E1,-3.075238037E1,3.839496346E1
2.916340125E0,7.263198853E0,-2.194155121E1,-3.075372314E1,3.847047198E1
2.926314125E0,7.213699341E0,-2.193765259E1,-3.078091431E1,3.848068015E1
2.936288125E0,7.267333984E0,-2.184099579E1,-3.088052368E1,3.851558104E1
2.946263125E0,7.404006958E0,-2.188549805E1,-3.077194214E1,3.847995279E1
2.956237125E0,7.362609863E0,-2.179791260E1,-3.069128418E1,3.835768427E1
2.966211125E0,7.422439575E0,-2.176255798E1,-3.067520142E1,3.833626900E1
2.976186125E0,7.478546143E0,-2.186724854E1,-3.071282959E1,3.843674170E1
2.986160125E0,7.577026367E0,-2.180200195E1,-3.045697021E1,3.821473083E1
2.996134125E0,7.446670532E0,-2.169283295E1,-3.055328369E1,3.820386168E1
3.006109125E0,7.473190308E0,-2.171865082E1,-3.022912598E1,3.796509481E1
3.016083125E0,7.301406860E0,-2.168700409E1,-3.050347900E1,3.813264900E1
3.026057125E0,7.309768677E0,-2.161414337E1,-3.055313110E1,3.813263343E1
3.036031125E0,7.176345825E0,-2.148903656E1,-3.079702759E1,3.823265018E1
3.046006125E0,7.070205688E0,-2.135126495E1,-3.070281982E1,3.805952534E1
3.055980125E0,6.961181641E0,-2.120518494E1,-3.077581787E1,3.801669217E1
3.065954125E0,6.811462402E0,-2.113921356E1,-3.092965698E1,3.807763190E1
3.075929125E0,6.678131104E0,-2.124692535E1,-3.096890259E1,3.814580186E1
3.085903125E0,6.645050049E0,-2.131513214E1,-3.091915894E1,3.813772329E1
3.095877125E0,6.671295166E0,-2.132768250E1,-3.070388794E1,3.797505700E1
3.105852125E0,6.593887329E0,-2.139998627E1,-3.058465576E1,3.790593529E1
3.115826125E0,6.514480591E0,-2.134294128E1,-3.053771973E1,3.782210896E1
